Store,Month,2014_Sales_avg_yeartoyear
144,12,-1
145,1,-0.12
145,2,-0.03
145,3,-0.49
145,4,-0.06
145,5,-0.1
145,6,-0.16
145,7,-1
145,8,-1
145,9,-1
145,10,-1
145,11,-1
145,12,-1
146,1,0.13
146,2,0.07
146,3,0
146,4,0.1
146,5,0.12
146,6,0.14
146,7,0.04
146,8,0.08
146,9,0.21
146,10,0.12
146,11,0.1
146,12,0.1
147,1,0.07
147,2,0.06
147,3,-0.04
147,4,0.09
147,5,0.08
147,6,0.05
147,7,-0.03
147,8,0.01
147,9,0.09
147,10,0.04
147,11,0.04
147,12,0.04
148,1,0
148,2,0
148,3,-0.03
148,4,0.03
148,5,0.01
148,6,0.02
148,7,0.05
148,8,-0.07
148,9,0.1
148,10,0.03
148,11,0.03
148,12,0.04
149,1,0.06
149,2,0.12
149,3,-0.02
149,4,0.06
149,5,0.04
149,6,0.07
149,7,-1
149,8,-1
149,9,-1
149,10,-1
149,11,-1
149,12,-1
150,1,0.11
150,2,0.08
150,3,-0.05
150,4,0.15
150,5,0.13
150,6,0.09
150,7,0.04
150,8,0.04
150,9,0.17
150,10,0.1
150,11,0.03
150,12,0.13
151,1,0.08
151,2,0.07
151,3,-0.04
151,4,0.15
151,5,0.11
151,6,0.06
151,7,-0.04
151,8,-0.04
151,9,0.12
151,10,0.06
151,11,0.04
151,12,0.07
152,1,0.06
152,2,0.04
152,3,-0.04
152,4,0.04
152,5,0.04
152,6,0.08
152,7,-0.06
152,8,-0.04
152,9,0.13
152,10,0.04
152,11,0.08
152,12,0.01
153,1,0.05
153,2,0.04
153,3,-0.06
153,4,0.03
153,5,0
153,6,0.09
153,7,-0.06
153,8,-0.03
153,9,0.09
153,10,0.05
153,11,0.08
153,12,-0.01
154,1,0.15
154,2,0.13
154,3,-0.03
154,4,0.17
154,5,0.12
154,6,0.12
154,7,0.06
154,8,-0.01
154,9,0.21
154,10,0.07
154,11,0.07
154,12,0.06
155,1,0.08
155,2,0.09
155,3,0.02
155,4,0.08
155,5,0.08
155,6,0.02
155,7,-1
155,8,-1
155,9,-1
155,10,-1
155,11,-1
155,12,-1
156,1,-0.05
156,2,-0.02
156,3,-0.11
156,4,0.04
156,5,-0.04
156,6,0.07
156,7,-0.06
156,8,-0.1
156,9,0.08
156,10,0.02
156,11,0.02
156,12,-0.03
157,1,0.05
157,2,0.04
157,3,-0.04
157,4,0.04
157,5,0.02
157,6,0.06
157,7,-0.03
157,8,-0.04
157,9,0.07
157,10,0.03
157,11,0.06
157,12,0.03
158,1,0.15
158,2,0.12
158,3,0.02
158,4,0.19
158,5,0.16
158,6,0.1
158,7,0.01
158,8,0.02
158,9,0.12
158,10,0.08
158,11,0
158,12,0
159,1,-0.07
159,2,-0.02
159,3,-0.04
159,4,0.04
159,5,0.06
159,6,0.03
159,7,-1
159,8,-1
159,9,-1
159,10,-1
159,11,-1
159,12,-1
160,1,0.01
160,2,0.02
160,3,-0.06
160,4,0.1
160,5,0.05
160,6,0.04
160,7,0
160,8,-0.07
160,9,0.12
160,10,0.01
160,11,0
160,12,0.01
161,1,0.07
161,2,0.03
161,3,-0.05
161,4,0.03
161,5,0.09
161,6,0.03
161,7,-0.05
161,8,0.02
161,9,0.1
161,10,0.04
161,11,0.07
161,12,0.06
162,1,0.09
162,2,0.03
162,3,-0.02
162,4,0.11
162,5,0.03
162,6,0.07
162,7,-0.02
162,8,-0.06
162,9,0.18
162,10,0.08
162,11,0.11
162,12,0.08
163,1,-0.3
163,2,-0.3
163,3,-0.35
163,4,-0.12
163,5,-0.01
163,6,0.02
163,7,0.03
163,8,-0.11
163,9,0.03
163,10,-0.03
163,11,-0.06
163,12,-0.03
164,1,-0.03
164,2,-0.01
164,3,-0.04
164,4,0.03
164,5,0.05
164,6,0.12
164,7,-1
164,8,-1
164,9,-1
164,10,-1
164,11,-1
164,12,-1
165,1,0.03
165,2,0.05
165,3,-0.04
165,4,-0.01
165,5,0.03
165,6,-0.03
165,7,-1
165,8,-1
165,9,-1
165,10,-1
165,11,-1
165,12,-1
166,1,0.12
166,2,0.07
166,3,-0.04
166,4,0.07
166,5,-0.03
166,6,-0.04
166,7,-0.06
166,8,-0.07
166,9,0.03
166,10,-0.06
166,11,-0.07
166,12,-0.12
167,1,0.04
167,2,0.08
167,3,-0.02
167,4,0.17
167,5,0.08
167,6,0.15
167,7,0.01
167,8,-0.03
167,9,0.17
167,10,0.11
167,11,0.09
167,12,0.02
168,1,0.04
168,2,0.08
168,3,0.01
168,4,0.08
168,5,0.08
168,6,0.08
168,7,-0.01
168,8,-0.01
168,9,0.08
168,10,0.05
168,11,0.05
168,12,0.01
169,1,0
169,2,0
169,3,-0.05
169,4,0.04
169,5,0.1
169,6,0.06
169,7,0.07
169,8,-0.55
169,9,-0.18
169,10,-0.2
169,11,-0.19
169,12,-0.21
170,1,0
170,2,-0.05
170,3,-0.1
170,4,-0.05
170,5,-0.06
170,6,-0.04
170,7,-0.16
170,8,-0.13
170,9,0.08
170,10,0
170,11,0.05
170,12,-0.02
171,1,0.01
171,2,0
171,3,-0.05
171,4,0.03
171,5,0.08
171,6,0.11
171,7,-0.02
171,8,0.01
171,9,0.14
171,10,0.07
171,11,0.08
171,12,0.03
172,1,-0.06
172,2,-0.32
172,3,-0.29
172,4,0.03
172,5,0.1
172,6,-0.01
172,7,-1
172,8,-1
172,9,-1
172,10,-1
172,11,-1
172,12,-1
173,1,-0.03
173,2,-0.02
173,3,-0.05
173,4,-0.01
173,5,-0.04
173,6,-0.04
173,7,0.01
173,8,-0.07
173,9,0.04
173,10,-0.01
173,11,-0.02
173,12,-0.06
174,1,0.06
174,2,0.05
174,3,0.06
174,4,0.09
174,5,0.14
174,6,0.05
174,7,-1
174,8,-1
174,9,-1
174,10,-1
174,11,-1
174,12,-1
175,1,0.05
175,2,0.04
175,3,-0.01
175,4,0.08
175,5,0.04
175,6,0.05
175,7,0.08
175,8,0
175,9,0.13
175,10,0.09
175,11,0.09
175,12,0.05
176,1,0.01
176,2,0.03
176,3,-0.04
176,4,0.05
176,5,0.01
176,6,0.02
176,7,-0.08
176,8,-0.05
176,9,0.1
176,10,0
176,11,0.05
176,12,-0.02
177,1,0.02
177,2,-0.01
177,3,-0.01
177,4,0.03
177,5,0.03
177,6,0.07
177,7,-0.03
177,8,0.1
177,9,0.19
177,10,0.03
177,11,-0.04
177,12,-0.01
178,1,0.08
178,2,0.11
178,3,0
178,4,0.13
178,5,0.08
178,6,0.17
178,7,0.04
178,8,0.01
178,9,0.17
178,10,0.1
178,11,0.1
178,12,0.07
179,1,0.13
179,2,0.11
179,3,0.02
179,4,0.12
179,5,0.12
179,6,0.13
179,7,-0.02
179,8,0.06
179,9,0.19
179,10,0.06
179,11,0.13
179,12,0.01
180,1,0.04
180,2,0.01
180,3,-0.01
180,4,0.07
180,5,0.01
180,6,0.07
180,7,-0.02
180,8,-0.12
180,9,0.06
180,10,0.02
180,11,0.02
180,12,0
181,1,0.1
181,2,0.13
181,3,-0.04
181,4,0.03
181,5,0.05
181,6,0.11
181,7,-1
181,8,-1
181,9,-1
181,10,-1
181,11,-1
181,12,-1
182,1,0.18
182,2,0.19
182,3,0
182,4,0.19
182,5,0.23
182,6,0.18
182,7,0.12
182,8,0.11
182,9,0.21
182,10,0.24
182,11,0.13
182,12,0.07
183,1,0.04
183,2,0.07
183,3,0.04
183,4,0.11
183,5,0.12
183,6,0.1
183,7,-1
183,8,-1
183,9,-1
183,10,-1
183,11,-1
183,12,-1
184,1,0.02
184,2,0.04
184,3,-0.06
184,4,0.05
184,5,0.02
184,6,-0.02
184,7,-0.13
184,8,-0.04
184,9,0.02
184,10,0.01
184,11,0.07
184,12,0.03
185,1,0.03
185,2,0.01
185,3,-0.07
185,4,0.08
185,5,0.03
185,6,0.09
185,7,0.06
185,8,0.01
185,9,0.15
185,10,0.11
185,11,0.11
185,12,0.1
186,1,-0.05
186,2,0
186,3,-0.1
186,4,0.02
186,5,0.04
186,6,-0.01
186,7,-1
186,8,-1
186,9,-1
186,10,-1
186,11,-1
186,12,-1
187,1,0.02
187,2,0.04
187,3,-0.08
187,4,0.05
187,5,0.01
187,6,0.03
187,7,-0.02
187,8,-0.05
187,9,0.11
187,10,0.05
187,11,0.03
187,12,0.02
188,1,0.08
188,2,0.12
188,3,-0.04
188,4,0.1
188,5,0.12
188,6,0.09
188,7,-0.02
188,8,0.07
188,9,0.14
188,10,0.15
188,11,0.12
188,12,0.12
189,1,0.04
189,2,0.04
189,3,-0.06
189,4,0.04
189,5,0.03
189,6,0.01
189,7,-0.04
189,8,-0.1
189,9,0.02
189,10,-0.01
189,11,-0.03
189,12,-0.04
190,1,0.03
190,2,0.07
190,3,-0.04
190,4,0.05
190,5,0.1
190,6,0.04
190,7,-1
190,8,-1
190,9,-1
190,10,-1
190,11,-1
190,12,-1
191,1,-0.17
191,2,-0.1
191,3,-0.13
191,4,-0.15
191,5,-0.11
191,6,-0.17
191,7,-1
191,8,-1
191,9,-1
191,10,-1
191,11,-1
191,12,-1
192,1,0.55
192,2,0.46
192,3,0.25
192,4,0.26
192,5,0.27
192,6,0.34
192,7,-1
192,8,-1
192,9,-1
192,10,-1
192,11,-1
192,12,-1
193,1,0
193,2,0.05
193,3,-0.11
193,4,0.04
193,5,0.01
193,6,0.03
193,7,-0.1
193,8,-0.04
193,9,-0.02
193,10,-0.01
193,11,0.02
193,12,-0.03
194,1,0.1
194,2,0.1
194,3,-0.03
194,4,0.14
194,5,0.12
194,6,0.05
194,7,0.02
194,8,-0.03
194,9,0.16
194,10,0.08
194,11,0.07
194,12,0.07
195,1,0.05
195,2,0.06
195,3,-0.05
195,4,0.1
195,5,0.07
195,6,0.04
195,7,-0.05
195,8,0.02
195,9,0.08
195,10,0.04
195,11,0.04
195,12,-0.01
196,1,0.06
196,2,0.06
196,3,0
196,4,0.06
196,5,0.07
196,6,0.09
196,7,-0.02
196,8,-0.04
196,9,0.1
196,10,-0.01
196,11,-0.02
196,12,0.01
197,1,-0.03
197,2,-0.07
197,3,-0.15
197,4,0
197,5,-0.03
197,6,-0.09
197,7,-0.09
197,8,-0.11
197,9,0.07
197,10,0.02
197,11,0.04
197,12,-0.01
198,1,-0.05
198,2,0.03
198,3,-0.12
198,4,-0.02
198,5,-0.03
198,6,0.14
198,7,-0.08
198,8,-0.05
198,9,0.12
198,10,0.03
198,11,0.1
198,12,-0.07
199,1,0.13
199,2,0.12
199,3,-0.01
199,4,0.18
199,5,0.16
199,6,0.13
199,7,0.1
199,8,0.02
199,9,0.2
199,10,0.14
199,11,0.12
199,12,0.13
200,1,0.04
200,2,0
200,3,-0.02
200,4,0.02
200,5,0.02
200,6,0
200,7,0.01
200,8,0.01
200,9,0.08
200,10,0.03
200,11,0.05
200,12,0
201,1,0.01
201,2,0.06
201,3,-0.07
201,4,0.07
201,5,0.13
201,6,0.12
201,7,0.04
201,8,0.02
201,9,0.13
201,10,0.08
201,11,0.12
201,12,0.07
202,1,0.25
202,2,0.21
202,3,0.06
202,4,0.26
202,5,0.18
202,6,0.05
202,7,0.06
202,8,-0.02
202,9,0.12
202,10,0.08
202,11,0.09
202,12,0.1
203,1,0.1
203,2,0.12
203,3,-0.04
203,4,0.21
203,5,0.15
203,6,0.16
203,7,0.06
203,8,0.05
203,9,0.21
203,10,-0.03
203,11,0.08
203,12,0.06
204,1,0.01
204,2,0.06
204,3,-0.04
204,4,0.05
204,5,0.07
204,6,0.01
204,7,-1
204,8,-1
204,9,-1
204,10,-1
204,11,-1
204,12,-1
205,1,-0.05
205,2,-0.06
205,3,-0.12
205,4,-0.04
205,5,0.01
205,6,0.02
205,7,0.01
205,8,-0.05
205,9,0.1
205,10,0.05
205,11,0.08
205,12,0.01
206,1,0.48
206,2,0.13
206,3,0.06
206,4,0.15
206,5,0.14
206,6,0.11
206,7,0.01
206,8,0.1
206,9,0.18
206,10,0.1
206,11,0.16
206,12,0.12
207,1,0.04
207,2,0.05
207,3,-0.02
207,4,0.02
207,5,-0.01
207,6,0.05
207,7,-0.02
207,8,-0.09
207,9,0.08
207,10,0.01
207,11,0.02
207,12,-0.01
208,1,-0.03
208,2,-0.02
208,3,-0.14
208,4,-0.03
208,5,-0.01
208,6,0.02
208,7,0.02
208,8,-0.06
208,9,0.07
208,10,0.01
208,11,0.12
208,12,0.02
209,1,0.02
209,2,0.02
209,3,-0.02
209,4,0.15
209,5,0.06
209,6,0.06
209,7,-0.03
209,8,0.02
209,9,0.1
209,10,0.02
209,11,0.02
209,12,0.02
210,1,0.14
210,2,0.05
210,3,-0.04
210,4,0.09
210,5,0.13
210,6,0
210,7,0.03
210,8,0.08
210,9,0.08
210,10,0.14
210,11,0.09
210,12,0.06
211,1,-0.08
211,2,-0.05
211,3,-0.12
211,4,0.01
211,5,-0.01
211,6,0.04
211,7,0
211,8,-0.05
211,9,0.12
211,10,0.03
211,11,0.04
211,12,0.04
212,1,-0.01
212,2,0.02
212,3,-0.1
212,4,0.07
212,5,0.03
212,6,0.03
212,7,-0.02
212,8,-0.08
212,9,0.07
212,10,0.01
212,11,-0.02
212,12,-0.02
213,1,0.39
213,2,0.29
213,3,0.14
213,4,0.24
213,5,0.21
213,6,0.26
213,7,-0.02
213,8,0.11
213,9,0.27
213,10,0.1
213,11,0.05
213,12,0.1
214,1,0.03
214,2,0.02
214,3,-0.02
214,4,0.01
214,5,0
214,6,0.03
214,7,-0.08
214,8,-0.04
214,9,0.15
214,10,0.06
214,11,0.05
214,12,0.03
215,1,0.05
215,2,0.09
215,3,-0.01
215,4,0.07
215,5,0.02
215,6,0.04
215,7,-1
215,8,-1
215,9,-1
215,10,-1
215,11,-1
215,12,-1
216,1,0.07
216,2,0.07
216,3,-0.02
216,4,0.06
216,5,0.1
216,6,0.06
216,7,0.08
216,8,0.09
216,9,0.16
216,10,0.09
216,11,0.01
216,12,-0.07
217,1,0.03
217,2,0.03
217,3,-0.03
217,4,0.08
217,5,0.02
217,6,0.06
217,7,0.02
217,8,-0.05
217,9,0.12
217,10,0
217,11,0.03
217,12,0.05
218,1,-0.09
218,2,-0.02
218,3,-0.06
218,4,-0.01
218,5,0.08
218,6,-0.04
218,7,-1
218,8,-1
218,9,-1
218,10,-1
218,11,-1
218,12,-1
219,1,-0.02
219,2,-0.04
219,3,-0.01
219,4,0.03
219,5,0.11
219,6,0.09
219,7,-0.01
219,8,0.03
219,9,0.11
219,10,0.08
219,11,0.11
219,12,0.02
220,1,0.02
220,2,0.06
220,3,-0.04
220,4,0.03
220,5,0.06
220,6,0.02
220,7,-0.09
220,8,-0.11
220,9,-0.08
220,10,-0.1
220,11,-0.03
220,12,-0.02
221,1,0.18
221,2,0.08
221,3,-0.1
221,4,0.09
221,5,0.09
221,6,0.06
221,7,0.06
221,8,0.01
221,9,0.14
221,10,0.12
221,11,0.07
221,12,0.14
222,1,-0.05
222,2,-0.01
222,3,-0.02
222,4,0.03
222,5,0
222,6,0.05
222,7,0.01
222,8,-0.08
222,9,0.1
222,10,0.07
222,11,0.07
222,12,0.04
223,1,0.22
223,2,0.19
223,3,0.06
223,4,0.18
223,5,-0.02
223,6,0.03
223,7,-0.07
223,8,-0.11
223,9,0.04
223,10,-0.05
223,11,-0.03
223,12,-0.05
224,1,0.21
224,2,0.25
224,3,0.06
224,4,0.31
224,5,0.31
224,6,0.2
224,7,0.18
224,8,0.12
224,9,0.23
224,10,0.2
224,11,0.13
224,12,0.08
225,1,0.03
225,2,0.07
225,3,-0.06
225,4,0.13
225,5,0.05
225,6,0.11
225,7,0
225,8,-0.04
225,9,0.08
225,10,0.01
225,11,0.04
225,12,0
226,1,-0.15
226,2,-0.14
226,3,-0.14
226,4,-0.12
226,5,-0.12
226,6,-0.14
226,7,-0.01
226,8,-0.07
226,9,0.11
226,10,0.05
226,11,0.02
226,12,-0.01
227,1,0.08
227,2,0.09
227,3,0.01
227,4,0.09
227,5,0.08
227,6,0.14
227,7,-0.01
227,8,0.24
227,9,0.02
227,10,0.09
227,11,0.13
227,12,0.11
228,1,0.09
228,2,0.07
228,3,-0.02
228,4,0.06
228,5,0.07
228,6,0.06
228,7,-0.02
228,8,0.02
228,9,0.15
228,10,0.07
228,11,0.06
228,12,0.09
229,1,0.06
229,2,0.11
229,3,-0.03
229,4,0.09
229,5,0.08
229,6,0.09
229,7,0.01
229,8,-0.04
229,9,0.15
229,10,0.07
229,11,0.05
229,12,0.05
230,1,0.09
230,2,0.08
230,3,0.02
230,4,0.14
230,5,0.1
230,6,0.07
230,7,0.06
230,8,0
230,9,0.12
230,10,0.09
230,11,0.06
230,12,0.08
231,1,0.13
231,2,0.11
231,3,-0.04
231,4,0.11
231,5,0.12
231,6,0.03
231,7,-1
231,8,-1
231,9,-1
231,10,-1
231,11,-1
231,12,-1
232,1,1.04
232,2,0.2
232,3,0.09
232,4,0.31
232,5,0.27
232,6,0.16
232,7,0.04
232,8,0.06
232,9,0.15
232,10,0.17
232,11,0.07
232,12,0.07
233,1,0.01
233,2,0.02
233,3,-0.02
233,4,0.06
233,5,0.07
233,6,-0.01
233,7,0.02
233,8,-0.05
233,9,0.08
233,10,0.03
233,11,0
233,12,0.04
234,1,0.04
234,2,0.05
234,3,-0.05
234,4,0.04
234,5,0.04
234,6,0.06
234,7,-0.07
234,8,-0.03
234,9,0.13
234,10,0.07
234,11,0.09
234,12,0.01
235,1,0.03
235,2,0.01
235,3,-0.09
235,4,0.01
235,5,0.01
235,6,0.01
235,7,-0.08
235,8,-0.11
235,9,0.06
235,10,0.05
235,11,0.04
235,12,0
236,1,-0.02
236,2,-0.01
236,3,-0.04
236,4,0.03
236,5,0.02
236,6,0.06
236,7,0.01
236,8,-0.07
236,9,0.1
236,10,0.08
236,11,0.04
236,12,0.05
237,1,-0.08
237,2,-0.07
237,3,-0.05
237,4,-0.04
237,5,-0.06
237,6,-0.01
237,7,0.02
237,8,-0.1
237,9,0.1
237,10,0.06
237,11,0.02
237,12,0.07
238,1,0.03
238,2,0.06
238,3,-0.07
238,4,0
238,5,0.08
238,6,0.03
238,7,-0.33
238,8,0.05
238,9,0.11
238,10,0.04
238,11,0
238,12,-0.04
239,1,0.22
239,2,0.18
239,3,0.03
239,4,0.19
239,5,0.13
239,6,0.13
239,7,0.01
239,8,0.09
239,9,-0.06
239,10,0.09
239,11,0.12
239,12,0.12
240,1,-0.01
240,2,0
240,3,-0.05
240,4,-0.02
240,5,-0.03
240,6,0.01
240,7,0.02
240,8,-0.1
240,9,0.05
240,10,0.03
240,11,0.03
240,12,0.06
241,1,0
241,2,0.04
241,3,-0.03
241,4,0.09
241,5,0.13
241,6,0.12
241,7,0.01
241,8,0.06
241,9,0.15
241,10,0.11
241,11,0.14
241,12,0.09
242,1,-0.01
242,2,-0.03
242,3,-0.16
242,4,-0.02
242,5,-0.06
242,6,0
242,7,-0.08
242,8,-0.11
242,9,0.05
242,10,0.05
242,11,0.09
242,12,-0.02
243,1,0.09
243,2,0.01
243,3,-0.12
243,4,0.05
243,5,0.04
243,6,-0.01
243,7,-1
243,8,-1
243,9,-1
243,10,-1
243,11,-1
243,12,-1
244,1,0.02
244,2,-0.02
244,3,-0.09
244,4,0.01
244,5,0.02
244,6,0.07
244,7,-0.04
244,8,-0.01
244,9,0.15
244,10,0.06
244,11,0.12
244,12,0.07
245,1,0.17
245,2,0.22
245,3,0.11
245,4,0.15
245,5,0.18
245,6,0.06
245,7,0.08
245,8,-0.04
245,9,0.19
245,10,0.1
245,11,-0.06
245,12,0
246,1,-0.02
246,2,-0.02
246,3,-0.1
246,4,0.01
246,5,-0.01
246,6,0.01
246,7,0.02
246,8,-0.09
246,9,0.05
246,10,0.05
246,11,0.04
246,12,0.06
247,1,0.11
247,2,0.02
247,3,-0.12
247,4,0.07
247,5,0.06
247,6,0.07
247,7,0.01
247,8,-0.04
247,9,0.14
247,10,0.09
247,11,0.02
247,12,-0.01
248,1,-0.04
248,2,-0.02
248,3,-0.14
248,4,0.08
248,5,0
248,6,-0.02
248,7,-0.08
248,8,-0.06
248,9,0.04
248,10,-0.01
248,11,-0.03
248,12,-0.03
249,1,0.04
249,2,0
249,3,-0.11
249,4,0.11
249,5,0.09
249,6,0.05
249,7,0.01
249,8,-0.05
249,9,0.12
249,10,0.06
249,11,0.02
249,12,0.07
250,1,0.21
250,2,0.17
250,3,0.06
250,4,0.19
250,5,0.2
250,6,0.19
250,7,0.07
250,8,0.07
250,9,0.19
250,10,0.16
250,11,0.19
250,12,0.04
251,1,-0.03
251,2,-0.04
251,3,-0.09
251,4,-0.01
251,5,0
251,6,-0.03
251,7,-0.03
251,8,0
251,9,0.09
251,10,-0.01
251,11,0
251,12,0.03
252,1,-0.01
252,2,0.03
252,3,-0.1
252,4,-0.01
252,5,-0.04
252,6,0
252,7,-0.1
252,8,-0.08
252,9,0.07
252,10,-0.03
252,11,0.02
252,12,-0.03
253,1,0.23
253,2,0.07
253,3,0.01
253,4,0.08
253,5,0.05
253,6,0.02
253,7,-0.15
253,8,-0.13
253,9,-0.02
253,10,-0.07
253,11,-0.1
253,12,-0.15
254,1,0.2
254,2,0.19
254,3,0.06
254,4,0.13
254,5,0.1
254,6,0.1
254,7,0.09
254,8,0.06
254,9,0.23
254,10,0.08
254,11,0.07
254,12,0.07
255,1,0.08
255,2,0.1
255,3,0
255,4,0.09
255,5,0.12
255,6,0.05
255,7,-0.04
255,8,-0.02
255,9,0.05
255,10,0.02
255,11,0.02
255,12,0.01
256,1,0.06
256,2,0.08
256,3,-0.13
256,4,-0.03
256,5,0.01
256,6,-0.03
256,7,-0.14
256,8,-0.09
256,9,0.04
256,10,0.05
256,11,-0.04
256,12,-0.13
257,1,-0.13
257,2,-0.11
257,3,-0.14
257,4,-0.14
257,5,-0.14
257,6,-0.11
257,7,-0.16
257,8,-0.14
257,9,0.04
257,10,-0.01
257,11,-0.03
257,12,-0.02
258,1,0.04
258,2,0.03
258,3,0.02
258,4,0.07
258,5,0.05
258,6,0.11
258,7,-1
258,8,-1
258,9,-1
258,10,-1
258,11,-1
258,12,-1
259,1,0.84
259,2,0.63
259,3,0.08
259,4,0.16
259,5,0.1
259,6,0.2
259,7,0.2
259,8,0.19
259,9,0.16
259,10,0.13
259,11,0.09
259,12,0.06
260,1,-0.01
260,2,0.03
260,3,-0.01
260,4,0.01
260,5,0.01
260,6,-0.02
260,7,0
260,8,-0.05
260,9,0.04
260,10,0.11
260,11,-0.04
260,12,0
261,1,0.02
261,2,0.05
261,3,-0.05
261,4,0.04
261,5,0.01
261,6,0.1
261,7,-0.03
261,8,-0.1
261,9,0.11
261,10,0.02
261,11,0.06
261,12,-0.04
262,1,0.02
262,2,0.01
262,3,-0.1
262,4,0.07
262,5,-0.03
262,6,0.04
262,7,-0.01
262,8,0.01
262,9,-0.05
262,10,-0.02
262,11,0.03
262,12,-0.01
263,1,0.21
263,2,0.15
263,3,0.09
263,4,0.13
263,5,0.21
263,6,0.16
263,7,-1
263,8,-1
263,9,-1
263,10,-1
263,11,-1
263,12,-1
264,1,-0.04
264,2,-0.03
264,3,-0.15
264,4,-0.11
264,5,0.1
264,6,-0.76
264,7,-0.02
264,8,-0.19
264,9,-0.1
264,10,-0.13
264,11,-0.12
264,12,-0.11
265,1,0.04
265,2,0.08
265,3,-0.04
265,4,0.11
265,5,0.05
265,6,0.11
265,7,-0.08
265,8,-0.06
265,9,0.05
265,10,0.02
265,11,0.03
265,12,0.02
266,1,-0.2
266,2,-0.15
266,3,-0.26
266,4,-0.24
266,5,-0.24
266,6,-0.19
266,7,-0.25
266,8,-0.29
266,9,-0.19
266,10,0.03
266,11,0.08
266,12,-0.03
267,1,0.05
267,2,-0.03
267,3,-0.2
267,4,0.07
267,5,-0.02
267,6,-0.07
267,7,0.04
267,8,-0.02
267,9,-0.04
267,10,0.01
267,11,-0.04
267,12,0.05
268,1,0.04
268,2,0.03
268,3,-0.06
268,4,-0.01
268,5,-0.02
268,6,0.04
268,7,-0.04
268,8,-0.17
268,9,-0.02
268,10,0.03
268,11,0.03
268,12,0
269,1,0.1
269,2,0.04
269,3,-0.1
269,4,0.05
269,5,0.04
269,6,0.03
269,7,-0.1
269,8,-0.04
269,9,0.05
269,10,-0.02
269,11,0.03
269,12,-0.02
270,1,0.02
270,2,0.01
270,3,-0.05
270,4,0.01
270,5,0.02
270,6,0.03
270,7,0.06
270,8,-0.03
270,9,0.08
270,10,0.01
270,11,0.03
270,12,0.07
271,1,0.06
271,2,0.14
271,3,0.01
271,4,0.1
271,5,0.04
271,6,0.17
271,7,0.01
271,8,-0.02
271,9,0.18
271,10,0.06
271,11,0.09
271,12,0.04
272,1,0.06
272,2,0.05
272,3,-0.04
272,4,0.04
272,5,0.04
272,6,0.05
272,7,0
272,8,-0.09
272,9,0.11
272,10,0.04
272,11,0.05
272,12,-0.02
273,1,0.17
273,2,0.11
273,3,0.01
273,4,0.12
273,5,0.11
273,6,0.15
273,7,-0.02
273,8,0.04
273,9,0.12
273,10,0.07
273,11,0.12
273,12,0.1
274,1,0.44
274,2,0.81
274,3,0.05
274,4,0.25
274,5,0.07
274,6,0.22
274,7,0.16
274,8,0.13
274,9,0.09
274,10,0.15
274,11,0.13
274,12,0.09
275,1,0
275,2,0.01
275,3,-0.05
275,4,0.03
275,5,-0.07
275,6,-0.14
275,7,-1
275,8,-1
275,9,-1
275,10,-1
275,11,-1
275,12,-1
276,1,0.03
276,2,0.08
276,3,0
276,4,0.13
276,5,0.09
276,6,0.15
276,7,0.02
276,8,0.03
276,9,0.13
276,10,-0.01
276,11,-0.03
276,12,-0.04
277,1,0.02
277,2,0.02
277,3,-0.11
277,4,-0.02
277,5,-0.05
277,6,-0.05
277,7,-1
277,8,-1
277,9,-1
277,10,-1
277,11,-1
277,12,-1
278,1,0.03
278,2,0.03
278,3,-0.05
278,4,0.12
278,5,0.08
278,6,0.09
278,7,-0.01
278,8,-0.06
278,9,0.07
278,10,0.04
278,11,0
278,12,0.01
279,1,0.27
279,2,0.27
279,3,0.16
279,4,0.23
279,5,0.27
279,6,0.31
279,7,-1
279,8,-1
279,9,-1
279,10,-1
279,11,-1
279,12,-1
280,1,-0.05
280,2,-0.03
280,3,-0.09
280,4,0.03
280,5,0.03
280,6,-0.04
280,7,-0.09
280,8,-0.08
280,9,0
280,10,0.06
280,11,0.05
280,12,0.01
281,1,0.04
281,2,-0.01
281,3,-0.09
281,4,0.08
281,5,0.07
281,6,0.01
281,7,0.01
281,8,-0.03
281,9,0.11
281,10,0.06
281,11,0.04
281,12,0.08
282,1,0.01
282,2,0.04
282,3,-0.01
282,4,0.02
282,5,-0.04
282,6,0.05
282,7,0.06
282,8,-0.1
282,9,0.05
282,10,-0.01
282,11,0.01
282,12,-0.04
283,1,0.02
283,2,0.06
283,3,0.02
283,4,0.04
283,5,0.07
283,6,0.03
283,7,-1
283,8,-1
283,9,-1
283,10,-1
283,11,-1
283,12,-1
284,1,-0.02
284,2,0.03
284,3,-0.09
284,4,-0.01
284,5,0.02
284,6,-0.01
284,7,-1
284,8,-1
284,9,-1
284,10,-1
284,11,-1
284,12,-1
285,1,0.14
285,2,0.11
285,3,0.08
285,4,0.18
285,5,0.22
285,6,0.12
285,7,0.1
285,8,0.08
285,9,0.24
285,10,0.17
285,11,0.19
285,12,0.14
286,1,0.02
286,2,0.04
286,3,-0.1
286,4,0.05
286,5,-0.02
286,6,0.07
286,7,-0.02
286,8,-0.1
286,9,0.05
286,10,0.02
286,11,0.05
286,12,0.02
287,1,0
287,2,0.02
287,3,-0.04
287,4,0.03
287,5,0.05
287,6,-0.02
287,7,-1
287,8,-1
287,9,-1
287,10,-1
287,11,-1
287,12,-1
288,1,0.02
288,2,0.08
288,3,0.02
288,4,0.11
288,5,0.17
288,6,0.11
